ax,ay,rollFiltered,pitchFiltered
-5.41,0.88,-5.41,0.88
4.56,9.67,4.56,9.67
-7.30,4.19,-7.30,4.19
-6.20,-4.67,-6.20,-4.67
-10.00,2.95,-10.00,2.95
-13.44,-2.53,-13.44,-2.53
-14.64,-10.71,-14.64,-10.71
6.34,0.05,6.34,0.05
-1.49,3.04,-1.49,3.04
-2.37,-6.34,-2.37,-6.34
17.71,-3.02,17.71,-3.02
-4.66,5.30,-4.66,5.30
-2.97,5.09,-2.97,5.09
-3.38,-9.32,-3.38,-9.32
3.86,0.38,3.86,0.38
-7.82,5.92,-7.82,5.92
-1.46,-3.00,-1.46,-3.00
-8.68,-3.29,-8.68,-3.29
6.30,14.73,6.30,14.73
-10.65,-5.69,-10.65,-5.69
15.86,7.32,15.86,7.32
7.03,-1.60,7.03,-1.60
-14.89,-11.17,-14.89,-11.17
10.80,-4.87,10.80,-4.87
1.67,3.68,1.67,3.68
-3.88,5.88,-3.88,5.88
-0.16,9.02,-0.16,9.02
-2.36,1.97,-2.36,1.97
5.01,0.29,5.01,0.29
-13.56,6.54,-13.56,6.54
-9.95,-12.30,-9.95,-12.30
15.75,2.79,15.75,2.79
-6.51,10.61,-6.51,10.61
17.46,-9.07,17.46,-9.07
13.47,3.15,13.47,3.15
-7.25,6.04,-7.25,6.04
-5.08,6.49,-5.08,6.49
0.10,-8.71,0.10,-8.71
8.26,5.92,8.26,5.92
-11.06,-2.05,-11.06,-2.05
-8.31,-5.48,-8.31,-5.48
5.32,-2.40,5.32,-2.40
2.67,7.32,2.67,7.32
3.87,-0.06,3.87,-0.06
7.16,8.26,7.16,8.26
8.99,1.05,8.99,1.05
-7.38,-1.09,-7.38,-1.09
4.18,1.58,4.18,1.58
-7.05,3.45,-7.05,3.45
8.01,7.98,8.01,7.98
5.02,-5.02,5.02,-5.02
0.85,6.71,0.85,6.71
3.51,-2.03,3.51,-2.03
-13.58,-2.94,-13.58,-2.94
15.18,-5.22,15.18,-5.22
2.87,3.14,2.87,3.14
-0.99,9.33,-0.99,9.33
-9.72,7.81,-9.72,7.81
-2.72,3.25,-2.72,3.25
4.72,5.09,4.72,5.09
-18.26,-3.86,-18.26,-3.86
18.63,-13.26,18.63,-13.26
8.56,0.17,8.56,0.17
-1.07,14.45,-1.07,14.45
20.08,-4.69,20.08,-4.69
12.14,-2.61,12.14,-2.61
-1.90,0.49,-1.90,0.49
-0.78,-0.99,-0.78,-0.99
0.02,-16.09,0.02,-16.09
6.20,-1.29,6.20,-1.29
-6.49,2.56,-6.49,2.56
-13.52,-8.45,-13.52,-8.45
0.17,-0.49,0.17,-0.49
5.05,7.92,5.05,7.92
8.31,-8.89,8.31,-8.89
-4.84,5.98,-4.84,5.98
6.15,2.93,6.15,2.93
-17.08,-6.64,-17.08,-6.64
7.02,-15.24,7.02,-15.24
1.91,-0.24,1.91,-0.24
6.90,10.87,6.90,10.87
1.72,-19.41,1.72,-19.41
0.69,6.66,0.69,6.66
-7.82,11.91,-7.82,11.91
-5.18,-0.51,-5.18,-0.51
-10.04,-7.61,-10.04,-7.61
9.36,0.23,9.36,0.23
-6.38,1.59,-6.38,1.59
-6.36,-5.47,-6.36,-5.47
10.31,10.30,10.31,10.30
2.80,12.36,2.80,12.36
-14.69,-8.06,-14.69,-8.06
15.88,-12.54,15.88,-12.54
7.25,-4.90,7.25,-4.90
-21.29,-1.64,-21.29,-1.64
17.31,-5.23,17.31,-5.23
5.49,2.34,5.49,2.34
-0.10,6.39,-0.10,6.39
7.74,-2.46,7.74,-2.46
8.22,-9.33,8.22,-9.33
-0.79,1.57,-0.79,1.57
-0.48,-1.97,-0.48,-1.97
-8.60,-15.99,-8.60,-15.99
5.77,-0.91,5.77,-0.91
-9.53,-11.37,-9.53,-11.37
-11.46,1.31,-11.46,1.31
2.06,-0.37,2.06,-0.37
2.89,7.33,2.89,7.33
-17.26,-0.68,-17.26,-0.68
-10.89,7.07,-10.89,7.07
6.52,1.68,6.52,1.68
-16.60,-2.38,-16.60,-2.38
-12.12,-15.70,-12.12,-15.70
9.93,-1.52,9.93,-1.52
-8.37,-4.25,-8.37,-4.25
-3.98,-9.62,-3.98,-9.62
9.21,9.43,9.21,9.43
5.46,8.01,5.46,8.01
-11.24,-9.71,-11.24,-9.71
-11.07,0.02,-11.07,0.02
-1.67,2.21,-1.67,2.21
-19.16,-3.05,-19.16,-3.05
-14.24,-7.83,-14.24,-7.83
10.15,1.32,10.15,1.32
-6.74,-1.52,-6.74,-1.52
-2.11,2.37,-2.11,2.37
1.57,8.97,1.57,8.97
5.86,8.07,5.86,8.07
-16.85,-3.33,-16.85,-3.33
-10.73,7.60,-10.73,7.60
-4.73,1.33,-4.73,1.33
-5.75,-0.37,-5.75,-0.37
-18.90,-8.61,-18.90,-8.61
13.56,-1.96,13.56,-1.96
-1.19,-0.32,-1.19,-0.32
-5.95,5.44,-5.95,5.44
-2.16,0.04,-2.16,0.04
4.27,4.49,4.27,4.49
-11.43,1.30,-11.43,1.30
-4.24,-1.37,-4.24,-1.37
9.37,4.02,9.37,4.02
-12.82,-3.09,-12.82,-3.09
7.77,-16.73,7.77,-16.73
9.35,-1.33,9.35,-1.33
-0.61,3.22,-0.61,3.22
-4.96,-11.10,-4.96,-11.10
8.68,1.08,8.68,1.08
3.18,14.05,3.18,14.05
-8.21,-1.96,-8.21,-1.96
11.56,-3.73,11.56,-3.73
12.33,-0.98,12.33,-0.98
-16.47,-6.34,-16.47,-6.34
8.47,-11.02,8.47,-11.02
-4.55,-1.07,-4.55,-1.07
4.94,10.92,4.94,10.92
-11.26,4.45,-11.26,4.45
-7.44,-0.08,-7.44,-0.08
-5.03,-1.23,-5.03,-1.23
-7.30,2.86,-7.30,2.86
-19.75,-8.88,-19.75,-8.88
7.79,-0.97,7.79,-0.97
-0.36,1.61,-0.36,1.61
-10.18,0.79,-10.18,0.79
5.68,3.95,5.68,3.95
2.30,7.10,2.30,7.10
-13.76,3.39,-13.76,3.39
8.74,-1.66,8.74,-1.66
10.74,1.59,10.74,1.59
-12.03,-8.60,-12.03,-8.60
17.16,-9.94,17.16,-9.94
16.03,3.21,16.03,3.21
4.65,10.21,4.65,10.21
20.34,-11.83,20.34,-11.83
14.06,6.57,14.06,6.57
-6.51,3.35,-6.51,3.35
0.87,4.57,0.87,4.57
-10.09,-16.15,-10.09,-16.15
7.43,1.22,7.43,1.22
-13.38,-3.78,-13.38,-3.78
2.40,-9.73,2.40,-9.73
9.73,10.32,9.73,10.32
-10.00,0.85,-10.00,0.85
-2.62,4.45,-2.62,4.45
13.78,-6.34,13.78,-6.34
8.18,2.16,8.18,2.16
-2.34,3.71,-2.34,3.71
-10.14,1.47,-10.14,1.47
15.98,3.60,15.98,3.60
0.14,16.60,0.14,16.60
2.24,-0.31,2.24,-0.31
-3.42,-3.89,-3.42,-3.89
5.55,1.62,5.55,1.62
-11.37,-7.40,-11.37,-7.40
-8.99,-11.02,-8.99,-11.02
11.08,6.87,11.08,6.87
-1.71,7.98,-1.71,7.98
0.64,-0.30,0.64,-0.30
10.06,-13.79,10.06,-13.79
9.32,0.58,9.32,0.58
-1.47,-0.64,-1.47,-0.64
-13.05,-5.31,-13.05,-5.31
8.12,10.55,8.12,10.55
-6.55,7.67,-6.55,7.67
6.85,0.24,6.85,0.24
-15.26,-12.12,-15.26,-12.12
6.82,0.55,6.82,0.55
-2.19,13.77,-2.19,13.77
-4.05,-12.43,-4.05,-12.43
14.48,5.35,14.48,5.35
-3.79,16.40,-3.79,16.40
1.30,-2.19,1.30,-2.19
4.55,-12.02,4.55,-12.02
10.44,4.70,10.44,4.70
-4.64,4.81,-4.64,4.81
17.57,-9.25,17.57,-9.25
9.06,-1.02,9.06,-1.02
-9.73,4.77,-9.73,4.77
-7.98,6.83,-7.98,6.83
-14.91,-10.53,-14.91,-10.53
12.20,3.80,12.20,3.80
-0.32,4.35,-0.32,4.35
3.62,-15.03,3.62,-15.03
-1.46,3.22,-1.46,3.22
-5.93,1.77,-5.93,1.77
-3.20,11.20,-3.20,11.20
-8.26,-19.27,-8.26,-19.27
6.16,1.77,6.16,1.77
3.73,11.93,3.73,11.93
10.98,-7.70,10.98,-7.70
14.60,4.31,14.60,4.31
-4.29,6.23,-4.29,6.23
-3.02,8.62,-3.02,8.62
-5.39,-14.60,-5.39,-14.60
13.39,1.49,13.39,1.49
-1.28,5.00,-1.28,5.00
15.58,1.56,15.58,1.56
4.69,2.47,4.69,2.47
-11.05,1.59,-11.05,1.59
-13.81,-0.59,-13.81,-0.59
-2.57,-7.87,-2.57,-7.87
3.45,1.72,3.45,1.72
4.61,8.24,4.61,8.24
15.37,-1.19,15.37,-1.19
-9.64,9.68,-9.64,9.68
-1.86,-3.73,-1.86,-3.73
-14.21,-6.67,-14.21,-6.67
24.78,-11.60,24.78,-11.60
7.06,2.24,7.06,2.24
0.75,4.18,0.75,4.18
-5.50,8.94,-5.50,8.94
-7.74,-3.10,-7.74,-3.10
5.95,-0.28,5.95,-0.28
-14.38,-4.03,-14.38,-4.03
10.04,1.10,10.04,1.10
0.04,1.79,0.04,1.79
-1.95,17.26,-1.95,17.26
-11.34,3.00,-11.34,3.00
-11.51,4.40,-11.51,4.40
5.53,-1.36,5.53,-1.36
-11.11,-8.53,-11.11,-8.53
14.20,-8.85,14.20,-8.85
-0.24,-0.96,-0.24,-0.96
-4.07,7.89,-4.07,7.89
6.14,9.59,6.14,9.59
-3.98,3.07,-3.98,3.07
9.33,-4.13,9.33,-4.13
-8.34,-11.95,-8.34,-11.95
4.57,1.27,4.57,1.27
0.81,0.42,0.81,0.42
4.27,10.85,4.27,10.85
-5.56,-9.41,-5.56,-9.41
6.04,-8.39,6.04,-8.39
7.43,0.81,7.43,0.81
-9.63,-10.36,-9.63,-10.36
-18.22,-6.68,-18.22,-6.68
5.54,0.74,5.54,0.74
-3.55,4.40,-3.55,4.40
-2.21,12.03,-2.21,12.03
0.66,-18.53,0.66,-18.53
14.20,0.17,14.20,0.17
-9.22,1.66,-9.22,1.66
-11.98,-10.25,-11.98,-10.25
-0.79,3.16,-0.79,3.16
-3.08,8.23,-3.08,8.23
-17.56,-3.21,-17.56,-3.21
2.76,-18.35,2.76,-18.35
7.87,1.47,7.87,1.47
0.65,16.66,0.65,16.66
9.89,0.23,9.89,0.23
-10.24,13.26,-10.24,13.26
5.38,2.66,5.38,2.66
-17.51,-1.19,-17.51,-1.19
13.24,-3.65,13.24,-3.65
-1.02,0.77,-1.02,0.77
0.33,8.79,0.33,8.79
13.55,6.62,13.55,6.62
-11.16,5.30,-11.16,5.30
6.63,3.66,6.63,3.66
-9.84,-12.14,-9.84,-12.14
11.04,-3.46,11.04,-3.46
0.09,-1.81,0.09,-1.81
5.15,5.75,5.15,5.75
-12.11,-6.01,-12.11,-6.01
13.94,-7.99,13.94,-7.99
6.37,-2.62,6.37,-2.62
-14.27,-5.48,-14.27,-5.48
-5.99,-2.65,-5.99,-2.65
-1.35,-1.37,-1.35,-1.37
6.53,14.31,6.53,14.31
2.02,-5.52,2.02,-5.52
14.68,-11.38,14.68,-11.38
4.28,-1.01,4.28,-1.01
-8.40,6.21,-8.40,6.21
-12.77,-3.18,-12.77,-3.18
5.92,2.14,5.92,2.14
0.73,11.70,0.73,11.70
-10.94,6.35,-10.94,6.35
-12.63,-12.67,-12.63,-12.67
5.67,-0.10,5.67,-0.10
3.58,8.64,3.58,8.64
20.05,-9.69,20.05,-9.69
8.76,3.96,8.76,3.96
3.22,2.15,3.22,2.15
-16.18,10.50,-16.18,10.50
17.19,-19.23,17.19,-19.23
12.74,4.40,12.74,4.40
3.16,14.61,3.16,14.61
16.52,2.00,16.52,2.00
-0.48,6.46,-0.48,6.46
15.84,-0.74,15.84,-0.74
-3.19,-6.90,-3.19,-6.90
0.91,7.92,0.91,7.92
-12.77,-6.14,-12.77,-6.14
19.71,-11.93,19.71,-11.93
2.90,-5.31,2.90,-5.31
-0.70,4.67,-0.70,4.67
-7.21,-12.31,-7.21,-12.31
15.15,-12.17,15.15,-12.17
4.88,0.70,4.88,0.70
-13.89,-3.74,-13.89,-3.74
-4.94,-14.00,-4.94,-14.00
11.62,1.17,11.62,1.17
3.25,1.12,3.25,1.12
-15.77,4.97,-15.77,4.97
-1.06,-16.58,-1.06,-16.58
-0.23,2.37,-0.23,2.37
-3.89,6.53,-3.89,6.53
-16.09,10.48,-16.09,10.48
16.89,-11.97,16.89,-11.97
3.73,0.71,3.73,0.71
-9.15,3.64,-9.15,3.64
-0.62,-19.69,-0.62,-19.69
4.81,4.97,4.81,4.97
10.37,2.61,10.37,2.61
-14.54,-6.20,-14.54,-6.20
19.24,-7.19,19.24,-7.19
-1.51,-0.48,-1.51,-0.48
4.97,18.44,4.97,18.44
-0.41,-1.56,-0.41,-1.56
-4.40,-5.93,-4.40,-5.93
7.49,-2.55,7.49,-2.55
0.87,11.33,0.87,11.33
21.46,-10.11,21.46,-10.11
-0.41,5.92,-0.41,5.92
7.76,1.40,7.76,1.40
-12.54,-8.89,-12.54,-8.89
-2.84,2.29,-2.84,2.29
3.50,1.91,3.50,1.91
-6.25,11.11,-6.25,11.11
-3.86,8.38,-3.86,8.38
-12.02,-9.16,-12.02,-9.16
14.13,3.96,14.13,3.96
2.18,10.47,2.18,10.47
8.17,-14.41,8.17,-14.41
-7.04,6.40,-7.04,6.40
5.78,-4.84,5.78,-4.84
-13.09,-6.50,-13.09,-6.50
-1.81,16.17,-1.81,16.17
-4.68,-0.22,-4.68,-0.22
-7.54,10.37,-7.54,10.37
-1.59,-1.43,-1.59,-1.43
-10.80,-7.95,-10.80,-7.95
16.41,1.88,16.41,1.88
-2.95,9.74,-2.95,9.74
0.51,6.32,0.51,6.32
-10.97,4.18,-10.97,4.18
4.14,2.42,4.14,2.42
-11.52,-1.27,-11.52,-1.27
5.18,-9.56,5.18,-9.56
5.57,10.61,5.57,10.61
-5.39,7.96,-5.39,7.96
-0.26,-4.55,-0.26,-4.55
-12.21,-14.31,-12.21,-14.31
13.75,2.86,13.75,2.86
2.80,10.26,2.80,10.26
-13.16,6.19,-13.16,6.19
-6.47,1.77,-6.47,1.77
4.51,3.32,4.51,3.32
-6.91,-1.98,-6.91,-1.98
-10.91,8.81,-10.91,8.81
14.40,4.28,14.40,4.28
-7.29,9.72,-7.29,9.72
-19.21,1.87,-19.21,1.87
6.20,-16.05,6.20,-16.05
11.71,4.60,11.71,4.60
6.21,7.51,6.21,7.51
-16.16,-3.80,-16.16,-3.80
9.39,-13.11,9.39,-13.11
10.22,-0.53,10.22,-0.53
-13.63,-10.19,-13.63,-10.19
4.23,-14.13,4.23,-14.13
6.18,-0.66,6.18,-0.66
-0.56,11.79,-0.56,11.79
-17.61,0.92,-17.61,0.92
18.34,-17.32,18.34,-17.32
-4.86,2.24,-4.86,2.24
2.00,7.23,2.00,7.23
-19.48,1.69,-19.48,1.69
12.36,-7.50,12.36,-7.50
8.40,-0.49,8.40,-0.49
-7.15,6.45,-7.15,6.45
4.98,-13.29,4.98,-13.29
16.60,3.67,16.60,3.67
-9.10,12.36,-9.10,12.36
-15.04,-0.27,-15.04,-0.27
11.10,-24.47,11.10,-24.47
9.96,1.30,9.96,1.30
2.52,9.67,2.52,9.67
-9.58,-8.63,-9.58,-8.63
0.58,-9.53,0.58,-9.53
3.37,-0.63,3.37,-0.63
-12.64,-0.45,-12.64,-0.45
21.04,5.65,21.04,5.65
-2.29,-8.77,-2.29,-8.77
7.25,-3.56,7.25,-3.56
-11.85,-8.44,-11.85,-8.44
13.61,6.18,13.61,6.18
8.81,1.35,8.81,1.35
2.23,17.76,2.23,17.76
5.89,-1.30,5.89,-1.30
-11.27,-14.77,-11.27,-14.77
7.26,-0.71,7.26,-0.71
6.71,7.92,6.71,7.92
-3.12,13.87,-3.12,13.87
-3.91,7.26,-3.91,7.26
5.53,-1.07,5.53,-1.07
-6.38,-9.53,-6.38,-9.53
-4.95,-9.51,-4.95,-9.51
13.86,-0.82,13.86,-0.82
-3.76,10.72,-3.76,10.72
-17.56,3.68,-17.56,3.68
-6.07,-17.63,-6.07,-17.63
10.01,2.42,10.01,2.42
-2.15,13.93,-2.15,13.93
-18.33,11.35,-18.33,11.35
13.33,-16.04,13.33,-16.04
4.93,0.61,4.93,0.61
-12.65,-5.25,-12.65,-5.25
4.47,-11.36,4.47,-11.36
11.32,6.40,11.32,6.40
5.47,4.85,5.47,4.85
-16.92,-1.91,-16.92,-1.91
4.38,-23.11,4.38,-23.11
-5.61,-4.06,-5.61,-4.06
4.41,9.36,4.41,9.36
-13.01,-2.96,-13.01,-2.96
2.64,-12.26,2.64,-12.26
7.36,0.27,7.36,0.27
-1.16,7.56,-1.16,7.56
-18.91,-6.65,-18.91,-6.65
1.06,-8.49,1.06,-8.49
-0.43,4.33,-0.43,4.33
-12.95,-4.45,-12.95,-4.45
17.54,-9.74,17.54,-9.74
2.33,-0.01,2.33,-0.01
6.31,10.24,6.31,10.24
-1.76,-7.41,-1.76,-7.41
9.61,3.01,9.61,3.01
6.06,0.52,6.06,0.52
-7.61,2.85,-7.61,2.85
15.02,-15.10,15.02,-15.10
5.45,7.97,5.45,7.97
-8.58,1.73,-8.58,1.73
-15.85,-6.87,-15.85,-6.87
16.11,-15.73,16.11,-15.73
-3.98,-1.48,-3.98,-1.48
5.20,7.45,5.20,7.45
-17.35,4.56,-17.35,4.56
14.00,-11.77,14.00,-11.77
6.80,-2.55,6.80,-2.55
-10.56,-8.03,-10.56,-8.03
10.81,-9.66,10.81,-9.66
9.98,4.02,9.98,4.02
-1.60,1.57,-1.60,1.57
-19.19,-5.32,-19.19,-5.32
15.32,-24.52,15.32,-24.52
-7.80,1.83,-7.80,1.83
2.08,9.19,2.08,9.19
5.38,-7.58,5.38,-7.58
0.07,-15.27,0.07,-15.27
7.95,2.20,7.95,2.20
1.84,13.81,1.84,13.81
22.05,-8.61,22.05,-8.61
4.44,-0.34,4.44,-0.34
9.10,-2.02,9.10,-2.02
-14.67,-2.45,-14.67,-2.45
-3.46,8.01,-3.46,8.01
1.58,4.27,1.58,4.27
-0.53,7.20,-0.53,7.20
-0.30,-0.04,-0.30,-0.04
-2.98,-15.74,-2.98,-15.74
14.75,2.30,14.75,2.30
-0.53,2.22,-0.53,2.22
18.35,-6.56,18.35,-6.56
-12.29,8.60,-12.29,8.60
11.66,-0.70,11.66,-0.70
-12.33,-12.88,-12.33,-12.88
-4.47,-0.14,-4.47,-0.14
4.40,-2.68,4.40,-2.68
-10.09,7.42,-10.09,7.42
-6.56,-1.28,-6.56,-1.28
